,Organizations,Technologies,Slots,Ideas Page,Contact
59,GDevelop,"javascript, c/c++, web development, game development, react",2,http://wiki.compilgames.net/doku.php/gdevelop5/community/summer-of-code,https://discord.gg/rjdYHvj
60,Gentoo Foundation,"shell, bash, c/c++, python, linux",4,https://wiki.gentoo.org/wiki/Google_Summer_of_Code/2020,https://wiki.gentoo.org/wiki/Google_Summer_of_Code/2020/Application_Guidelines
61,GeomScale," c++, r,  python",3,https://github.com/GeomScale/gsoc2020/wiki/table-of-proposed-coding-projects,https://gitter.im/GeomScale/community?utm_source=share-link&utm_medium=link&utm_campaign=share-link
62,Git,"c,  shell script,  git",3,https://git.github.io/SoC-2020-Ideas/,https://git-scm.com/community
63,Global Alliance for Genomics and Health,"java,  python, node.js, mongodb, spring",4,https://docs.google.com/document/d/1e7Zros24V_phzBxgn9OV_N3A8ko7U_CIFXhBjzpDPok,mailto:gsoc@ga4gh.org
64,GNOME,"c, rust, gtk, vala,  python",14,https://wiki.gnome.org/Outreach/SummerOfCode/2020/Ideas,https://wiki.gnome.org/Community/GettingInTouch
65,GNSS-SDR,"c++, gnss",2,https://gnss-sdr.org/google-summer-code-2020-ideas-list/,https://gnss-sdr.org/about/#mailing-list
66,GNU Compiler Collection (GCC),"c/c++, gnu autotools, gnu make",2,https://gcc.gnu.org/wiki/SummerOfCode,https://gcc.gnu.org/wiki/GCConIRC
67,GNU Octave," c++, hg",1,https://wiki.octave.org/Summer_of_Code_-_Getting_Started#Suggested_projects,https://webchat.freenode.net/?channels=#octave
68,GNU Radio,"python, c++, qt",1,https://wiki.gnuradio.org/index.php/GSoCIdeas,https://slack.gnuradio.org
69,Godot Engine,"c/c++, opengl, vulkan",6,https://github.com/godotengine/godot-roadmap/blob/master/GSoC/GSoC-2020.md,https://godotengine.org/community
70,GPAC,"c, javascript, opengl",0,https://gpac.wp.imt.fr/jobs/google-summer-of-code-ideas/,mailto:contact@gpac.io
71,GraphQL Foundation,"graphql,  javascript,  react, node.js",2,https://github.com/graphql/foundation/tree/master/mentorship/2020/gsoc,https://slack-invite.graphql.org
72,Haiku,"c++, posix, unix, webkit",4,https://www.haiku-os.org/community/gsoc/2020/ideas,https://www.haiku-os.org/community/irc
73,Haskell.org,"haskell, ghc, cabal, codeworld, servant",12,https://summer.haskell.org/ideas.html,https://summer.haskell.org/contact.html
74,Hazelcast,"java,  distributed systems",2,https://docs.google.com/document/d/1w-84eTO8GGQEMg6Okv_B1UFxfpNPoqJQ1SZi9ECGWDY/edit?usp=sharing,https://gitter.im/hazelcast/gsoc
75,Homebrew,"ruby, bash",3,https://github.com/Homebrew/gsoc,https://github.com/homebrew/brew
76,Hydra Ecosystem,"python, rest, apis, hydra",2,https://www.hydraecosystem.org/gsoc-20,https://hydraecosystem.slack.com/join/shared_invite/enQtNzM3NTg5NzQ2MDUxLWU1MjM3ZGRhZWM4ZTg1ODBjMTljNTQwNzAwMGM3ZDlmYTY3Y2E4OGJmN2NlZWRjMWIzY2MzN2NjOTIyYmQ1ZjU
77,INCF,"python, c/c++, java, tensorflow, javascript",21,https://docs.google.com/document/d/19xlhgizLcv5x4kjap3nXoQMTNGnxaV-qiq0vrSe-HMo/edit?usp=sharing,mailto:gsoc@incf.org
78,Inclusive Design Institute,"javascript, html, css, node.js",2,https://wiki.fluidproject.org/display/fluid/Google+Summer+of+Code+2020+with+the+Fluid+Project,https://wiki.fluidproject.org/display/fluid/IRC+Channel
79,Inkscape,"c++, svg, gtk,  python",3,https://wiki.inkscape.org/wiki/index.php/Google_Summer_of_Code#Suggested_Project_Ideas,https://inkscape.org/community/
80,Intel Media And Audio For Linux,"ffmpeg, gstreamer, sound open firmware, libxcam, vaapi",2,https://01.org/linuxmedia/gsoc/gsoc-2020-ideas,https://01.org/linuxmedia
81,Internet Archive," javascript,  python",3,https://docs.google.com/document/d/1posF4zhq2lAz7eikloT9_K4LnHXfJ5VWGpCtJS6rJ0M/edit?usp=sharing,mailto:iagsoc2020@gmail.com
82,JBoss Community,"java, golang, react",10,https://docs.jboss.org/display/GSOC/Google+Summer+of+Code+2020+ideas,https://gitter.im/JBossOutreach/gsoc
83,JdeRobot - Universidad Rey Juan Carlos," ros, gazebo,  python, c/c++,  opencv",5,https://jderobot.github.io/activities/gsoc/2020,https://gsyc.urjc.es/cgi-bin/mailman/listinfo/jde-developers
84,Jenkins project,"java, javascript, docker, kubernetes, go",7,https://jenkins.io/projects/gsoc/2020/project-ideas/,https://gitter.im/jenkinsci/gsoc-sig
85,Joplin,"node.js, electron, react native, terminal-kit, react",2,https://joplinapp.org/gsoc2020/ideas.html,https://discourse.joplinapp.org/
86,Kapitan,"kubernetes, jsonnet, python 3, jinja2, terraform",1,https://github.com/deepmind/kapitan/issues?q=is%3Aissue+is%3Aopen+label%3Agsoc,https://kubernetes.slack.com/archives/C981W2HD3
87,KDE Community,"c++, qt, c,  opencv",19,https://community.kde.org/GSoC/2020/Ideas,https://webchat.kde.org/
88,Kiwix,"python 3, c/c++, javascript, node.js, kotlin",3,https://www.kiwix.org/en/google-summer-of-code/,https://webchat.freenode.net/?channels=#kiwix
89,Kodi Foundation,"ffmpeg,  python,  c++, sqlite, mysql",3,https://kodi.wiki/view/Google_Summer_of_Code/2020,https://kodi.wiki/view/Kodi_related_projects_and_sites
90,Kubeflow,"python, jupyter notebook, tensorflow, kustomize, kubernetes",2,https://docs.google.com/document/d/1AQDD9s8VpCf3y8OLKTBSMgDzHSjdsV_DOyL5dc-XCOQ/edit?usp=sharing,https://www.kubeflow.org/docs/about/community/
91,LabLua,"lua, céu, lunatik, pallene",6,http://www.lua.inf.puc-rio.br/gsoc/ideas2020.html,http://groups.google.com/group/labluagsoc
92,Libre Space Foundation,"python, django, sdr, embedded, space applications",2,https://gitlab.com/librespacefoundation/soc-org/-/wikis/Google-Summer-of-Code-2020#ideas,https://libre.space/community/
93,LibreHealth,"java, javascript, python 3,  android, php",4,https://forums.librehealth.io/ideas,https://chat.librehealth.io
94,LibreOffice," c++,  python,  java",6,https://wiki.documentfoundation.org/Development/GSoC/Ideas,https://wiki.documentfoundation.org/Website/IRC
95,libvirt,"kvm, xen, hypervisor, c, python",4,http://wiki.libvirt.org/page/Google_Summer_of_Code_Ideas,http://libvirt.org/contact.html#irc
96,Linkerd,"linkerd, kubernetes, golang, rust",2,https://linkerd.io/gsoc/index.html,http://linkerd.slack.com
97,Liquid Galaxy project,"python, vue, html, javascript, java",8,https://www.liquidgalaxy.eu/2019/12/ideas-page-for-google-summer-of-code.html,https://liquidgalaxy.slack.com/
98,lowRISC,"systemverilog, c++, fpga, python, risc-v",2,https://www.lowrisc.org/docs/gsoc-2020-ideas/,https://lowrisc.zulipchat.com/
99,MacPorts,"tcl, c, python, scripting, buildbot",1,https://trac.macports.org/wiki/SummerOfCode,https://www.macports.org/contact.php#IRC
100,MariaDB Foundation,"mariadb, mysql, c, c++, java",2,https://mariadb.com/kb/en/mariadb/google-summer-of-code-2020/,https://mariadb.com/kb/en/meta/irc/
101,Matrix,"python, javascript, rust, go,  react",6,http://matrix-org.github.io/gsoc/#/projects,http://riot.im/app/#/room/#gsoc:matrix.org
102,MBDyn,"c++,  python",1,https://public.gitlab.polimi.it/DAER/mbdyn/-/wikis/Google-Summer-of-Code/Project-Ideas,http://lists.mbdyn.org/mailman/listinfo/mbdyn-users
103,MDAnalysis,"python, cython, numpy, c/c++",3,https://github.com/MDAnalysis/mdanalysis/wiki/Project-Ideas-2020,https://groups.google.com/forum/#!forum/mdnalysis-devel
104,MetaBrainz Foundation Inc.,"python, postgres, solr, perl, spark",7,https://wiki.musicbrainz.org/Development/Summer_of_Code/2020,https://metabrainz.org/contact
105,Metasploit,"ruby, postgresql, python, c, assembly",2,https://github.com/rapid7/metasploit-framework/wiki/GSoC-2020-Project-Ideas,https://metasploit.com/slack
106,MGGG Redistricting Lab,"python, javascript, gis, julia, mapping",2,https://docs.google.com/document/d/145w9ji7tyBrvnMuW4TmFqb4jV6lqVnXr4De4CB-Vmnw/edit?usp=sharing,mailto:mggg.gsoc@gmail.com
107,MIT App Inventor,"javascript, java, google web toolkit, android, junit",6,https://github.com/mit-cml/appinventor-sources/wiki/Google-Summer-of-Code-2020,mailto:appinventor@mit.edu
108,Mixxx,"c++, qt,  javascript, deep learning",3,https://www.mixxx.org/wiki/doku.php/gsoc2020ideas,https://mixxx.zulipchat.com
109,mlpack,"c++,  python, templates, machine learning,  deep learning",8,https://github.com/mlpack/mlpack/wiki/SummerOfCodeIdeas,https://www.mlpack.org/community.html#real-time-chat
110,Moira,"golang,  javascript, typescript, graphite,  react",2,https://moira.readthedocs.io/en/latest/gsoc.html,https://moira.readthedocs.io/en/latest/contacts.html
111,MoveIt,"c++, ros",2,https://moveit.ros.org/documentation/contributing/future_projects/,https://answers.ros.org/questions/scope:all/sort:activity-desc/tags:moveit/page:1/
112,Mozilla," javascript, rust, html5, web development,  python",11,https://github.com/mozilla/GSOC2020/,https://chat.mozilla.org/#/welcome
113,MuseScore,"c++, qt, qml, cmake",3,https://musescore.org/en/handbook/developers-handbook/google-summer-code/google-summer-code-2020-ideas,https://t.me/musescoreeditorchat
114,mypy,python,1,https://github.com/python/mypy/issues/8373,https://gitter.im/python/typing
115,MZmine,"java, javafx",2,http://mzmine.github.io/gsoc2020.html,https://mzmine.slack.com
116,National Resource for Network Biology (NRNB),"java, javascript, python, r, rest",15,https://github.com/nrnb/GoogleSummerOfCode/issues,https://groups.google.com/forum/#!forum/cytoscape-helpdesk
117,Neovim,"c, lua, rpc",1,https://github.com/neovim/neovim/wiki/GSoC-2020-Ideas,https://gitter.im/neovim/neovim
118,Netty,"java, jni, c",1,https://github.com/netty/netty/wiki/Google-Summer-of-Code-Ideas-2020,https://gitter.im/netty/netty
119,NumFOCUS,"python, c/c++, javascript, r, julia",28,https://github.com/numfocus/gsoc/blob/master/2020/ideas-list.md,https://groups.google.com/a/numfocus.org/forum/#!forum/gsoc
120,NV Access,"python,  c++,  ui automation,  iaccessible2,  win32 api",1,https://github.com/nvaccess/nvda/wiki/gsoc-2020-ideas-list,https://sourceforge.net/p/nvda/lists/nvda-devel/
121,Open Bioinformatics Foundation (OBF),"python,  javascript, c/c++",8,https://www.open-bio.org/events/gsoc/gsoc-project-ideas/,https://mailman.open-bio.org/mailman/listinfo/gsoc
122,Open Chemistry,"c/c++,  python,  javascript, opengl,  html",5,http://wiki.openchemistry.org/GSoC_Ideas_2020,https://openchemistry.slack.com/
123,Open Genome Informatics,"neo4j, python,  javascript,  react, r-project",5,http://gmod.org/wiki/GSOC_Project_Ideas_2020,http://irc.lc/freenode/genomeinformatics/
124,Open Roberta,"java,  javascript",3,https://github.com/OpenRoberta/openroberta-lab/wiki/Google-Summer-of-Code-2020,https://github.com/OpenRoberta/openroberta-lab/wiki/Community
125,Open Source Robotics Foundation,"ros, gazebo, c++, python",7,https://github.com/osrf/osrf_wiki/wiki/GSoC,http://wiki.ros.org/Get%20Involved
126,OpenAstronomy,"python, julia, spark, numba,  javascript",10,http://openastronomy.org/gsoc/gsoc2020/,http://openastronomy.org
127,OpenCV,"c/c++, python 3,  javascript, cuda",14,https://github.com/opencv/opencv/wiki/GSoC_2020#opencv-project-ideas-list,https://answers.opencv.org/questions/
128,OpenEMR,"php, mysql,  javascript, docker,  html",3,https://www.open-emr.org/summer-of-code/,https://www.open-emr.org/chat/
129,OpenHMD,"c99, opengl, vulkan, opencv, libusb",0,https://github.com/OpenHMD/OpenHMD/wiki/GSOC-Idea's-(2020),http://www.openhmd.net/index.php/contact/
130,OpenMined,"deep learning, federated learning, homomorphic encryption, secure multi-party computation, differential privacy",4,https://docs.google.com/document/d/1OA8277RB9ZN8u7Wgn6NqZK7tzixnZbSlkfulyqoo2G4/edit?usp=sharing,http://slack.openmined.org
131,OpenMRS," java,  javascript, spring, mysql,  android",9,https://wiki.openmrs.org/display/RES/Summer+Of+Code+2020,https://wiki.openmrs.org/display/IRC/Home
132,OpenRefine," java,  javascript",2,https://github.com/OpenRefine/OpenRefine/wiki/GSoC-2020%C2%A0Ideas,https://gitter.im/OpenRefine/OpenRefine
133,OpenStreetMap,"javascript, java,  python, sql, docker",4,https://wiki.openstreetmap.org/wiki/Google_Summer_of_Code/2020/Project_ideas,https://wiki.openstreetmap.org/wiki/IRC
134,openSUSE Project,"linux,  python, perl, rpm,  javascript",3,https://101.opensuse.org/,https://en.opensuse.org/openSUSE:IRC_list
135,OpenWISP,"python, django, openwrt, javascript, lua",3,http://openwisp.org/gsoc/ideas-2020.html,https://gitter.im/openwisp/general
136,Oppia Foundation,"angular,  python,  css, kotlin, webpack",12,https://github.com/oppia/oppia/wiki/Google-Summer-of-Code-2020#oppias-project-ideas-list,https://github.com/oppia/oppia/wiki/Google-Summer-of-Code-2020#communication
137,Orcasound,"elixir,  react, javascript,  python, raspberry pi",2,https://docs.google.com/document/d/1Et_JYVS65GflgnbK3JNABPJO04MqMsKft3zcFHGaBoc,https://join.slack.com/t/orcasound/shared_invite/enQtODkwMzk3MjkwOTYxLTE2Mzc5NmFmNzNiM2ExYzBjMWMwMzgxMmQyMGQ0NTc1ZmE5ZTAzMWU1ZjM3OTdiOTAxYTZiYWI2YTE1YzhhZDU
138,OSGeo,"c/c++,  python, sql, open source databases,  java",10,https://wiki.osgeo.org/wiki/Google_Summer_of_Code_2020_Ideas,https://wiki.osgeo.org/wiki/Google_Summer_of_Code_Recommendations_for_Students#How_to_get_in_contact_via_IRC
139,OWASP Foundation,"python, javascript, .net, node.js",12,https://owasp.org/www-community/initiatives/gsoc/gsoc2020ideas,https://owasp.slack.com/messages/CFJLZNFN1
140,PEcAn Project,"r,  python, docker, postgresql, kubernetes",3,https://pecanproject.github.io/gsoc_ideas.html,https://join.slack.com/t/pecanproject/shared_invite/enQtMzkyODUyMjQyNTgzLWEzOTM1ZjhmYWUxNzYwYzkxMWVlODAyZWQwYjliYzA0MDA0MjE4YmMyOTFhMjYyMjYzN2FjODE4N2Y4YWFhZmQ
141,Percona," javascript, shell script, golang, prometheus, grafana",1,https://www.percona.com/googlesummerofcode2020#ideas,https://www.percona.com/googlesummerofcode2020
142,Performance Co-Pilot,"c, redis, grafana, rest, libuv",3,https://pcp.io/gsoc/2020/ideas.html,https://pcp.io/community.html
143,Pitivi,"gtk,  gstreamer,  c, python 3",3,http://developer.pitivi.org/GSoC_Ideas.html,http://www.pitivi.org/?go=contact
144,Point Cloud Library,"cpp, cmake, devops",2,http://github.com/PointCloudLibrary/pcl/wiki/PCL-GSoC-Ideas,https://discord.gg/gvcqHTW
145,PostgreSQL,"postgresql, postgres, sql, c, perl",3,https://wiki.postgresql.org/wiki/GSoC_2020,https://www.postgresql.org/community/irc/
146,Postman,"node.js,  javascript",2,https://github.com/postmanlabs/gsoc/blob/master/2020/IDEAS.md,https://github.com/postmanlabs/gsoc/blob/master/README.md
147,Processing Foundation," python,  android,  opengl,  java,  javascript",11,https://github.com/processing/processing/wiki/Project-List,http://pf-gsoc.slack.com
148,Purr Data,"html5,  javascript, opengl, svg, c/c++",3,https://git.purrdata.net/jwilkes/summer-of-code-ideas-list,http://disis.music.vt.edu/cgi-bin/mailman/listinfo/l2ork-dev
149,Python Software Foundation,python,24,https://python-gsoc.org/,https://python-gsoc.org/index.html#contact
150,QEMU,"linux, kvm, c, virtualization, rust",3,https://wiki.qemu.org/Google_Summer_of_Code_2020,https://webchat.oftc.net/?nick=&channels=%23qemu-gsoc&uio=d4
151,Qubes OS,"c, python, xen, shell, linux",1,https://www.qubes-os.org/gsoc/,https://www.qubes-os.org/support/#qubes-devel
152,R Project for Statistical Computing,"r-project, c, c++, fortran,  javascript",20,https://github.com/rstats-gsoc/gsoc2020/wiki/table-of-proposed-coding-projects,https://join.slack.com/t/rstats-gsoc/shared_invite/enQtOTU1ODg1MzY2Nzc0LTU1ZDc0NjA3MGIyZWQ4MGViMmQzOWUxYjY3ZDc0MDJlYTg0YmRiY2NmYjUzYTA0YjExMzMzNjYxMWRhMDgxNjI
153,Radare,"c, c++, python, go, qt",4,https://radare.org/gsoc/2020/ideas.html,https://radare.org/r/me.html
154,ReactOS,"c, c++, win32, nt",3,https://reactos.org/wiki/Google_Summer_of_Code_2020_Ideas,https://chat.reactos.org
155,Red Hen Lab,"nlp, asr, opencv, machine learning, data science",8,https://sites.google.com/site/distributedlittleredhen/summer-of-code/gsoc-2020-ideas-page,mailto:redhenlab@gmail.com
156,RoboComp,"python,  c++11,  component-based development,  qt,  opencv",10,https://robocomp.github.io/web/gsoc/2020/ideas/,https://groups.google.com/forum/?hl=en#!forum/robocomp-dev
157,Rocket.Chat,"javascript, react, reactnative, chatbots, ruby",7,https://rocket.chat/docs/contributing/google-summer-of-code-2020/#project-ideas,https://open.rocket.chat/channel/gsoc2020
158,RTEMS Project,"c/c++,  python,  assembly,  posix ,  bsd unix",5,https://devel.rtems.org/wiki/Developer/OpenProjects,https://devel.rtems.org/wiki/Developer/IRC
159,Ruby,"ruby,  c,  java",4,https://github.com/rubygsoc/rubygsoc/wiki/Ideas-List,https://slack.bundler.io
160,SageMath,"python, cython",5,https://wiki.sagemath.org/GSoC/2020,https://groups.google.com/group/sage-gsoc/
161,Samba,"smb, cifs, c,  python",1,https://wiki.samba.org/index.php/SoC/Ideas,https://www.samba.org/samba/irc.html
162,SCoRe Lab,"python, mobile, cloud, web development, machine learning",25,https://www.scorelab.org/gsoc-2020/,https://gitter.im/scorelab/scorelab
163,ScummVM,"c++,  sdl,  opengl,  assembly,  lua",4,https://wiki.scummvm.org/index.php?title=Summer_of_Code/GSoC_Ideas_2020,https://wiki.scummvm.org/index.php/Summer_of_Code/GSoC_Contact
164,Shogun," python, c++, data science, machine learning, matlab",2,https://github.com/shogun-toolbox/shogun/wiki/Google-Summer-of-Code-2020-Projects,http://webchat.freenode.net/?channels=shogun&uio=d4
165,SPDX," python,  java, golang, node.js, xml",4,https://wiki.spdx.org/view/GSOC/GSOC_ProjectIdeas,https://gitter.im/spdx-org
166,Ste||ar group,"cpp, hpx, python, hpc, cuda",5,https://github.com/STEllAR-GROUP/hpx/wiki/Google-Summer-of-Code-%28GSoC%29-2020,https://github.com/STEllAR-GROUP/hpx/wiki/Hints-for-Successful-Proposals
167,strace,"linux, c, shell, make, awk",1,https://strace.io/wiki/GoogleSummerOfCode2020,https://strace.io
168,Submitty,"php, python, postgresql, c++, javascript",3,https://submitty.org/developer/project_ideas,https://submitty.org/contact
